8.246,-271.83,4846.9,3.6471,-18.268,174.58,-6.6067,2.222,8.2401,8.0737,0,0,9.6179,-15.18,10.051,-34.476,0,0,-6.2379,0.80662,2.6092,6.6542,0,0,3.0652,13.931,-16.757,-29.968,0,0,-7.0005,0.92036,4.0888,-11.341,1.2121,2.5965,69.874,0.64238,-22.669,-81.388,-4.4513,25.813,-5.4889,10.178,-112.12,19.252,-26.084,11.353,7.3849,0,0,-5.1869,13.705,59.643,-0,0,0,-0,0,0,-5.8145,-6.3281,108.64,10.484,43.036,-10.103,17.412,0,0,-31.786,-29.559,-47.375,-0,0,0,-0,0,0
8.2516,-271.86,4847,3.626,-18.346,174.57,-6.6102,2.2429,8.2373,8.0657,0,0,9.6151,-15.246,10.073,-34.455,0,0,-6.2441,0.7483,2.604,6.6308,0,0,3.0821,13.907,-16.769,-29.95,0,0,-7.0214,0.93391,4.1379,-11.294,1.2461,2.5046,69.782,1.1009,-23.128,-81.521,-4.3472,25.78,-5.4385,10.192,-112.06,19.222,-25.146,11.203,7.1867,0,0,-4.805,14.345,60.157,-0,0,0,-0,0,0,-5.7381,-6.301,108.67,10.518,42.799,-10.138,17.399,0,0,-33.148,-30.403,-47.573,-0,0,0,-0,0,0
8.2962,-271.9,4847.1,3.6037,-18.424,174.57,-6.6285,2.2505,8.2307,8.079,0,0,9.6032,-15.305,10.097,-34.394,0,0,-6.2633,0.72276,2.5961,6.6191,0,0,3.1075,13.858,-16.759,-29.934,0,0,-7.0505,0.9556,4.1675,-11.227,1.2825,2.4485,69.686,1.3826,-23.47,-81.616,-4.3472,25.674,-5.3969,10.172,-112.02,19.269,-24.4,11.101,6.9124,0,0,-4.392,14.953,60.436,-0,0,0,-0,0,0,-5.69,-6.2102,108.67,10.444,42.531,-10.139,17.368,0,0,-33.67,-30.718,-47.343,-0,0,0,-0,0,0
8.3616,-271.91,4847.1,3.601,-18.518,174.57,-6.6299,2.2683,8.2313,8.0923,0,0,9.6015,-15.382,10.144,-34.435,0,0,-6.2749,0.68994,2.5937,6.6242,0,0,3.1279,13.807,-16.75,-29.971,0,0,-7.0457,0.96493,4.19,-11.185,1.2984,2.4149,69.608,1.5214,-23.717,-81.721,-4.3414,25.526,-5.4881,10.187,-111.93,19.223,-23.803,10.888,6.8029,0,0,-4.2425,15.594,60.55,-0,0,0,-0,0,0,-5.6055,-6.1574,108.67,10.445,42.257,-10.109,17.395,0,0,-34.045,-30.652,-46.948,-0,0,0,-0,0,0
8.3947,-271.91,4847.1,3.613,-18.628,174.57,-6.6164,2.262,8.2357,8.1072,0,0,9.5976,-15.454,10.173,-34.464,0,0,-6.2835,0.65032,2.5963,6.646,0,0,3.1305,13.75,-16.738,-29.971,0,0,-7.0105,0.97047,4.2159,-11.165,1.3061,2.3873,69.508,1.5259,-23.819,-81.807,-4.3093,25.366,-5.3523,10.099,-111.92,19.235,-23.492,10.842,6.7538,0,0,-4.1251,15.808,60.495,-0,0,0,-0,0,0,-5.6302,-6.1651,108.66,10.403,41.88,-10.041,17.454,0,0,-34.759,-31.072,-46.912,-0,0,0,-0,0,0
8.4323,-271.88,4847.1,3.6231,-18.743,174.56,-6.6064,2.2737,8.2409,8.1278,0,0,9.5731,-15.544,10.218,-34.438,0,0,-6.2809,0.49375,2.5916,6.654,0,0,3.1321,13.79,-16.751,-29.968,0,0,-6.9821,0.96753,4.1949,-11.141,1.2924,2.4327,69.414,1.4131,-23.82,-81.868,-4.2827,25.186,-5.3151,10.032,-111.93,19.19,-23.203,10.776,6.7875,0,0,-4.4516,16.019,60.283,-0,0,0,-0,0,0,-5.5874,-6.1332,108.63,10.433,41.719,-9.9705,17.537,0,0,-35.181,-31.252,-46.565,-0,0,0,-0,0,0
8.4823,-271.88,4847.2,3.6335,-18.878,174.57,-6.5933,2.2665,8.2349,8.1617,0,0,9.5262,-15.624,10.247,-34.328,0,0,-6.3068,0.46752,2.5828,6.7028,0,0,3.1343,13.703,-16.73,-29.985,0,0,-6.9518,0.95711,4.1782,-11.128,1.2856,2.4098,69.311,1.2665,-23.717,-81.925,-4.3067,25.075,-5.3271,9.9549,-111.93,19.223,-23.09,10.783,6.8274,0,0,-4.8154,16.05,60.123,-0,0,0,-0,0,0,-5.5274,-6.1131,108.65,10.478,41.842,-9.904,17.65,0,0,-35.578,-31.756,-46.261,-0,0,0,-0,0,0
8.5536,-271.86,4847.2,3.6521,-19.004,174.57,-6.5785,2.2721,8.2351,8.1912,0,0,9.496,-15.719,10.313,-34.327,0,0,-6.3195,0.41839,2.5772,6.7439,0,0,3.1349,13.639,-16.732,-30.009,0,0,-6.8893,0.9605,4.1743,-11.163,1.2925,2.3719,69.209,1.1059,-23.58,-81.915,-4.4025,24.977,-5.3069,9.8468,-111.92,19.221,-23.031,10.761,6.8796,0,0,-5.0597,15.886,60.113,-0,0,0,-0,0,0,-5.4938,-6.0825,108.65,10.42,41.708,-9.7846,17.703,0,0,-35.992,-31.885,-46.195,-0,0,0,-0,0,0
8.6217,-271.86,4847.3,3.6703,-19.124,174.57,-6.5512,2.2843,8.238,8.196,0,0,9.4893,-15.819,10.315,-34.339,0,0,-6.3158,0.35101,2.5773,6.7617,0,0,3.1361,13.586,-16.744,-30.018,0,0,-6.8374,0.96423,4.1641,-11.148,1.2993,2.3443,69.181,0.90412,-23.389,-81.933,-4.3643,24.941,-5.3031,9.8102,-111.9,19.31,-23.125,10.713,6.9002,0,0,-5.2438,15.91,60.254,-0,0,0,-0,0,0,-5.5233,-6.1076,108.65,10.435,41.663,-9.6449,17.73,0,0,-36.413,-31.917,-46.216,-0,0,0,-0,0,0
8.727,-271.85,4847.3,3.6683,-19.255,174.57,-6.5447,2.2618,8.2394,8.2122,0,0,9.4578,-15.878,10.383,-34.288,0,0,-6.3559,0.38041,2.5819,6.8077,0,0,3.1326,13.444,-16.726,-30.042,0,0,-6.7909,0.94631,4.1325,-11.16,1.2796,2.3415,69.052,0.70198,-23.169,-81.955,-4.3799,24.868,-5.2666,9.7676,-111.89,19.369,-23.284,10.691,6.93,0,0,-5.3674,16.005,60.344,-0,0,0,-0,0,0,-5.5302,-6.0961,108.64,10.483,41.622,-9.5398,17.682,0,0,-36.417,-31.774,-46.016,-0,0,0,-0,0,0
