6.5922,-277.1,4885.4,3.3572,-18.532,174.47,-6.1873,-2.7331,8.7646,9.2233,0,0,7.573,-13.187,12.956,-35.586,0,0,-5.3864,-0.65748,0.66247,5.803,0,0,2.5415,14.669,-13.184,-30.052,0,0,-7.0622,0.41808,2.0723,-13.388,0.1324,4.5909,65.334,-7.3809,-4.2804,-83.058,-14.12,10.759,-4.8721,14.607,-112.97,15.133,-27.406,11.322,11.338,0,0,-19.77,16.548,19.946,-0,0,0,-0,0,0,-4.048,-8.3115,108.93,6.1516,40.217,-5.3366,17.094,0,0,-42.888,-40.999,-32.877,-0,0,0,-0,0,0
6.3006,-276.98,4885.2,3.3844,-18.607,174.47,-6.2089,-2.7078,8.7577,9.3059,0,0,7.5128,-13.299,12.896,-35.639,0,0,-5.3646,-0.70092,0.64381,5.7967,0,0,2.5223,14.651,-13.149,-30.043,0,0,-7.1236,0.38641,2.041,-13.331,0.10599,4.5859,65.52,-7.5492,-4.1582,-83.013,-14.157,10.711,-5.0103,14.743,-112.78,14.893,-29.469,10.901,12.45,0,0,-19.198,14.033,19.364,-0,0,0,-0,0,0,-4.0112,-8.3259,108.98,5.9733,39.95,-5.1776,16.947,0,0,-42.544,-40.585,-33.058,-0,0,0,-0,0,0
5.9785,-276.91,4885,3.3994,-18.68,174.46,-6.2375,-2.7068,8.7506,9.3845,0,0,7.4713,-13.347,12.904,-35.636,0,0,-5.3205,-0.9789,0.62133,5.7289,0,0,2.5401,14.863,-13.137,-30.005,0,0,-7.1151,0.4013,1.9684,-13.431,0.098552,4.6763,65.753,-7.8732,-3.8956,-82.928,-14.01,10.625,-5.0417,14.838,-112.76,14.78,-30.813,10.597,13.319,0,0,-18.666,12.969,18.992,-0,0,0,-0,0,0,-3.8604,-8.3512,108.96,5.7756,40.043,-5.0003,16.814,0,0,-42.242,-40.47,-33.061,-0,0,0,-0,0,0
5.673,-276.79,4884.7,3.4292,-18.762,174.44,-6.2703,-2.7184,8.7535,9.4917,0,0,7.4373,-13.401,12.888,-35.656,0,0,-5.3823,-0.60889,0.63487,5.8577,0,0,2.4605,14.462,-13.074,-30.084,0,0,-7.1043,0.39487,1.9482,-13.507,0.085711,4.6934,66.01,-8.147,-3.6868,-82.844,-13.946,10.543,-5.1121,14.905,-112.73,14.482,-31.298,10.286,14.17,0,0,-18.374,13.14,18.606,-0,0,0,-0,0,0,-3.8319,-8.3582,108.97,5.5639,40.045,-4.7936,16.703,0,0,-42.016,-40.387,-32.87,-0,0,0,-0,0,0
5.326,-276.69,4884.5,3.4879,-18.863,174.43,-6.2249,-2.8441,8.7431,9.5515,0,0,7.3974,-13.378,12.847,-35.677,0,0,-5.3298,-0.69491,0.62439,5.8471,0,0,2.445,14.477,-13.02,-30.047,0,0,-7.1275,0.3932,1.9217,-13.495,0.080355,4.7167,66.246,-8.4073,-3.4922,-82.788,-13.894,10.459,-5.0814,14.817,-112.78,14.299,-31.695,10.109,14.741,0,0,-18.238,13.908,18.354,-0,0,0,-0,0,0,-3.7914,-8.3707,109.01,5.3635,39.961,-4.6603,16.578,0,0,-41.64,-40.293,-32.527,-0,0,0,-0,0,0
5.0092,-276.56,4884.3,3.5477,-18.978,174.42,-6.1978,-2.9616,8.7416,9.6484,0,0,7.3346,-13.379,12.816,-35.626,0,0,-5.2942,-0.72346,0.62477,5.8632,0,0,2.4106,14.425,-12.993,-30.089,0,0,-7.1463,0.37879,1.9449,-13.472,0.079331,4.6639,66.429,-8.6357,-3.3158,-82.699,-13.827,10.383,-5.0674,14.72,-112.78,13.94,-30.985,9.9425,15.175,0,0,-17.925,13.449,17.872,-0,0,0,-0,0,0,-3.6771,-8.3059,109.1,5.2356,40.26,-4.5439,16.387,0,0,-41.564,-40.316,-32.603,-0,0,0,-0,0,0
4.7136,-276.45,4884.1,3.6318,-19.069,174.42,-6.148,-3.0125,8.7369,9.7128,0,0,7.3017,-13.403,12.816,-35.634,0,0,-5.23,-0.68237,0.61864,5.8668,0,0,2.3865,14.338,-12.947,-30.071,0,0,-7.1621,0.38355,1.9271,-13.399,0.086035,4.6715,66.596,-8.8208,-3.1675,-82.653,-13.768,10.33,-5.0919,14.619,-112.75,13.699,-30.56,9.6733,15.435,0,0,-17.666,13.076,17.717,-0,0,0,-0,0,0,-3.6335,-8.3003,109.14,5.0542,39.906,-4.4026,16.255,0,0,-41.454,-39.963,-32.504,-0,0,0,-0,0,0
4.5099,-276.35,4883.7,3.6739,-19.215,174.41,-6.1448,-3.1468,8.7316,9.8031,0,0,7.2755,-13.428,12.77,-35.633,0,0,-5.2484,-0.66007,0.614,5.9262,0,0,2.3658,14.22,-12.903,-30.055,0,0,-7.148,0.36996,1.873,-13.404,0.06302,4.7131,66.759,-9.0392,-2.9742,-82.639,-13.678,10.286,-4.9318,14.471,-112.8,13.632,-30.294,9.5123,15.534,0,0,-17.415,12.755,17.658,-0,0,0,-0,0,0,-3.5527,-8.2919,109.17,5.0121,40.287,-4.3018,16.068,0,0,-41.335,-40.053,-32.485,-0,0,0,-0,0,0
4.2463,-276.25,4883.4,3.7201,-19.303,174.41,-6.1575,-3.2657,8.7155,9.9203,0,0,7.2317,-13.413,12.736,-35.646,0,0,-5.2259,-0.71891,0.601,5.9253,0,0,2.372,14.198,-12.887,-30.084,0,0,-7.1375,0.35889,1.8148,-13.383,0.02839,4.8124,66.859,-9.0694,-3.0112,-82.596,-13.716,10.215,-4.8255,14.396,-112.88,13.682,-30.013,9.4218,15.404,0,0,-17.256,12.917,17.51,-0,0,0,-0,0,0,-4.0756,-8.2356,109.16,4.7232,39.823,-4.2567,16.066,0,0,-41.417,-40.017,-32.395,-0,0,0,-0,0,0
4.0093,-276.14,4883,3.7587,-19.405,174.4,-6.172,-3.4172,8.6997,10.036,0,0,7.1924,-13.379,12.701,-35.639,0,0,-5.3458,-0.048579,0.62043,6.155,0,0,2.2794,13.499,-12.79,-30.207,0,0,-7.1283,0.32177,1.7709,-13.378,-0.02132,4.8606,66.973,-9.0771,-2.9995,-82.525,-13.662,10.219,-4.8925,14.326,-112.88,13.689,-29.799,9.2867,15.276,0,0,-17.461,13.679,17.59,-0,0,0,-0,0,0,-3.8717,-8.2669,109.14,4.8485,40.062,-4.0881,15.909,0,0,-41.355,-40.15,-32.473,-0,0,0,-0,0,0
